"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1789456316366467121","Sun May 12 14:05:23 +0000 2024","0","@everyoneislier @maliikedgar @ShofwanMuis @Indostransfer Padahal gw sendiri ga ada bilang spesifik pas lawan uzbek lo gw bilang u23 lawan uzbek gw tau kali ampas semua wkwkw cil cil","1789658129862738355","","everyoneislier","in","","0","0","0","https://twitter.com/chemat_1st/status/1789658129862738355","1937801844","chemat_1st"
"1789657279052366019","Sun May 12 14:02:00 +0000 2024","0","Kalian sedih apalagi kami ..... Liat nathan sampai ngegenggam tangan kaya nahan sedih banget. Timnas U23 kalian Hebat dan Terimakasih atas perjuangan kalian. Coach Shin Terimakasih atas dedikasimu Sampai ketemu lagi 2026 ","1789657279052366019","","","in","","0","0","0","https://twitter.com/Wellies1414/status/1789657279052366019","1500980883700199425","Wellies1414"
"1789635557003587804","Sun May 12 14:00:23 +0000 2024","0","@kaitou_kicks @Indostransfer pemain u23 kebanyakan di senior udah bener pemain Full Liga 1 aja","1789656873001763154","","kaitou_kicks","in","","0","0","0","https://twitter.com/eza_pri/status/1789656873001763154","1646782553502695424","eza_pri"
"1789656705800011841","Sun May 12 13:59:43 +0000 2024","0","Sudah sering saya sampaikan bahwa tim Garuda U23 kita sudah lebih bagus dibanding 2 tahun yang lalu. Dalam laga piala Asia dan play off olympiade tim kita sering kalah karena wasitnya curang wasit melakukan kesalahan entah sengaja atau tidak. https://t.co/uNKkkigy2h","1789656705800011841","","","in","Semarang City","0","0","0","https://twitter.com/donibar/status/1789656705800011841","74681935","donibar"
"1789635557003587804","Sun May 12 13:56:50 +0000 2024","0","@Indostransfer @Bondan_ts 100% gua yakin bakal dihujat kalo kalah mau pake u20 kek senior u23 tetap aja kalo kalah pasti dihujat ama netizen kntl","1789655980541915206","","Indostransfer","in","","0","0","0","https://twitter.com/eza_pri/status/1789655980541915206","1646782553502695424","eza_pri"
"1789635557003587804","Sun May 12 13:52:43 +0000 2024","0","@Indostransfer Pake U23 juga gas ini mah","1789654944104276394","","Indostransfer","in","","0","0","0","https://twitter.com/jeki05624057454/status/1789654944104276394","1680651410919280640","jeki05624057454"
"1789639396461010944","Sun May 12 13:40:57 +0000 2024","46","@garagarabola_ Bapak @erickthohir please banget ini jangan ganggu pemain di klub eropa/jepang. Klo mau pemain U23 atau full liga 1 saja. Kalo juara pun Turnamen ini engagement nya udah gak tinggi tinggi banget jadiin pembinaan aja","1789651982174900670","","garagarabola_","in","","0","4","3","https://twitter.com/hallofe8/status/1789651982174900670","1295245436454723585","hallofe8"
"1789645234831540402","Sun May 12 13:40:41 +0000 2024","0","@SiaranBolaLive Turunin U23 aja","1789651916567584967","","SiaranBolaLive","in","Karawang, Jawa Barat","0","0","0","https://twitter.com/Bawanx84/status/1789651916567584967","936432070233960449","Bawanx84"
"1789651604209279391","Sun May 12 13:39:27 +0000 2024","0","Ini saatnya kita! 🇲🇨 Kesempatan emas untuk menghadirkan piala itu untuk kali pertama ke tanah air. Terbuka lebar. Performa gila di Piala Asia 2024 pra-Piala Dunia 2026 dan Piala Asia U23 Memberikan kita kembali harapan untuk berpesta yang akankah kali ini jadi nyata. https://t.co/qt4pfuPgD8","1789651604209279391","https://pbs.twimg.com/media/GNYeo2LbgAA13e1.jpg","","in","","0","0","0","https://twitter.com/AWildanzj/status/1789651604209279391","211798140","AWildanzj"
"1789645234831540402","Sun May 12 13:31:29 +0000 2024","0","@aaaligun @SiaranBolaLive Cukup yg u23 kemarin aja tanpa ivar hubner struick dan nathan","1789649598761603295","","aaaligun","in","Bandung, Indonesia","0","0","0","https://twitter.com/NugrahaFajar95/status/1789649598761603295","802271150","NugrahaFajar95"
"1789646992391729643","Sun May 12 13:26:25 +0000 2024","2","@gilabola_ina @theaseanball Vietnam Indonesia Singapura Kamboja Laos Pakai pemain2 u20 dan tambahan dari pemain u23 + beberapa pemain senior dari Liga 1","1789648325224104013","","gilabola_ina","in","DIY,Daerah Istimewa Yogyakarta","0","0","0","https://twitter.com/aardwi15/status/1789648325224104013","1923596941","aardwi15"
"1789645234831540402","Sun May 12 13:20:49 +0000 2024","0","@SiaranBolaLive Kalo kirim pemain u23 bolehlah atau full lokal tapi kalo bawa pemain abroad gak dulu.","1789646914180513952","","SiaranBolaLive","in","","0","0","0","https://twitter.com/fauzisilmi77/status/1789646914180513952","804426516176044033","fauzisilmi77"
"1789645234831540402","Sun May 12 13:20:26 +0000 2024","1","@SiaranBolaLive Kirim aja pemain cadangan yg jarang diturunkan dari tim senior dan U23","1789646820953739277","","SiaranBolaLive","in","Kolong Langit","0","0","0","https://twitter.com/kumbang_tanduak/status/1789646820953739277","2175699494","kumbang_tanduak"
"1789645234831540402","Sun May 12 13:20:16 +0000 2024","0","@SiaranBolaLive U23 lig un aja udah yg main","1789646776330547562","","SiaranBolaLive","in","Tulungagung, Indonesia","0","0","0","https://twitter.com/aryfse/status/1789646776330547562","199611922","aryfse"
"1789646307251871951","Sun May 12 13:18:24 +0000 2024","0","Erick: Pemain Timnas U23 punya bekal kualifikasi Piala Dunia 2026 https://t.co/H1BvDXdphL","1789646307251871951","","","in","Malang, Jawa Timur","0","0","0","https://twitter.com/24hourindonesia/status/1789646307251871951","274921797","24hourindonesia"
"1789630866890846357","Sun May 12 13:17:48 +0000 2024","1","@TwtBolaPahang persoalan lebih penting kenapa dia xdigunakan masa AFC U23.....","1789646158345941383","","TwtBolaPahang","in","","0","1","0","https://twitter.com/MiMestalla/status/1789646158345941383","410242011","MiMestalla"
"1789645234831540402","Sun May 12 13:16:33 +0000 2024","1","@SiaranBolaLive Kirim pemain u20 + beberapa pemain u23 terus di tambah beberapa pemain senior yang main di Liga 1","1789645842259021839","","SiaranBolaLive","in","DIY,Daerah Istimewa Yogyakarta","0","0","0","https://twitter.com/aardwi15/status/1789645842259021839","1923596941","aardwi15"
"1789635557003587804","Sun May 12 13:14:16 +0000 2024","0","@Indostransfer Semoga aja yang main pemain2 u20 + pemain keturunan buat ajang seleksi di tambah beberapa pemain dari u23 dan ada pemain seniornya yg main di Liga 1","1789645267899490595","","Indostransfer","in","DIY,Daerah Istimewa Yogyakarta","0","1","0","https://twitter.com/aardwi15/status/1789645267899490595","1923596941","aardwi15"
"1789635557003587804","Sun May 12 13:13:36 +0000 2024","0","@Rifqizuhdi281 @PKananku1927 @Indostransfer @nofrizalwardoyo @Persija_Jkt Piala asia u23 juga bukan kalender fifa tapi ada target dari pssi tetap libur bisa aja aff ini liga libur karena pssi ngasih target karena indo belum pernah juara sekalipun","1789645099091243222","","Rifqizuhdi281","in","","0","1","0","https://twitter.com/Rizkydacos03/status/1789645099091243222","1780980786734534656","Rizkydacos03"
"1789644994459934734","Sun May 12 13:13:11 +0000 2024","1","Coach dan Timnas U23 kaliann udahh berjuang sampe sejauh ini proud of them 🇮🇩","1789644994459934734","","","in","Semarang, Jawa Tengah","0","0","0","https://twitter.com/nerhmww218/status/1789644994459934734","1291397676924145670","nerhmww218"
"1789613417986429244","Sun May 12 11:21:14 +0000 2024","0","@PorosHalangID Mau kasih motivasi lah min kayanya baru muncul di fyp dia kontennya ketum nasehatin pemain U23 ","1789616821018182059","","PorosHalangID","in","tangerang","0","0","0","https://twitter.com/saktii_14/status/1789616821018182059","470955760","saktii_14"
"1789614931534569625","Sun May 12 11:13:43 +0000 2024","1","Kibas kibas cuannya inces Link join di bawah ini https://t.co/3sJkWOVAeA #stasiunplay #slotgacorindonesia #u23 #timnasindonesia #viral #fyp #lambeturah #artisviral https://t.co/GCoYKdSuyH","1789614931534569625","https://pbs.twimg.com/ext_tw_video_thumb/1789614752567853056/pu/img/4rZ9MIoJ3wchSlzP.jpg","","in","INDONESIA","0","0","8","https://twitter.com/stasiunplay88/status/1789614931534569625","1518529392645128192","stasiunplay88"
"1789613312000536653","Sun May 12 11:07:17 +0000 2024","0","Jangan lebay ahh mereka bakal msuk ke tim senior loh dan jg yg u23 msih asa rafa hubner ivar marselino dll","1789613312000536653","","","in","","0","0","0","https://twitter.com/urijeonghanie11/status/1789613312000536653","1527852758921277441","urijeonghanie11"
"1789611753942421725","Sun May 12 11:01:06 +0000 2024","135","after match situation also ernando said di locker room kita semua menangis dn saling nguatin. u are guys did so well fak bakal kangen bgt sm squad u23 yg iniii https://t.co/Q09rgPBtt2","1789611753942421725","https://pbs.twimg.com/ext_tw_video_thumb/1789611702780383232/pu/img/I9oVis5grnbcPW1Q.jpg","","in","","1","0","17","https://twitter.com/matchanypn/status/1789611753942421725","1696942027995492353","matchanypn"
"1789611481551782327","Sun May 12 11:00:01 +0000 2024","0","Rafael Struick Resmi Terpilih Jadi Bintang Masa Depan Piala Asia U23 2024 https://t.co/OKLsOlbAAv","1789611481551782327","","","in","","0","0","0","https://twitter.com/radaraktual/status/1789611481551782327","853782937782714368","radaraktual"
"1789592354644705576","Sun May 12 10:53:22 +0000 2024","0","@anakgawang28_ @wepe20_ @indosupporter @TimnasIndonesia Indonesia lolos 16 piala Asia pertama kali trus u23 lolos 4 besar Asia rangking fifa timnas Indonesia naik trus mafia bola pada ketangkep","1789609808091619515","","anakgawang28_","in","","0","2","0","https://twitter.com/Goodtim29948505/status/1789609808091619515","1321737212405297152","Goodtim29948505"
"1789608161370128448","Sun May 12 10:46:49 +0000 2024","0","dicoba terus tiba tiba dapet menang gede! buruan cobain juga jangan liat doang! Link Daftar: https://t.co/U7BYF5aV2K #viral #sepakbola #fyp #seputarbola #infobola #fypviral #trending #videoviral #login #u23 #STY #shintaeyong #viral2024 #trending #viralvideo https://t.co/c6LxNT1LKQ","1789608161370128448","https://pbs.twimg.com/ext_tw_video_thumb/1789608024283451392/pu/img/NR6K1JoUhED9iF7J.jpg","","in","Bandung","0","0","0","https://twitter.com/ibetwinasia88/status/1789608161370128448","1194537635647115264","ibetwinasia88"
"1789568237736489040","Sun May 12 10:37:47 +0000 2024","0","@Lisanlbp @TimnasIndonesia @erickthohir @PSSI Yg dilihat itu bukan cuma hasilnya aja coba kali kali liat prosesnya tim U23 pria kmrin (itu juga berproses gk tiba jadi mereka dipersiapkan sebelumnya untuk WC U20) https://t.co/HcwC60bPMz","1789605889235976445","https://pbs.twimg.com/media/GNX1Elea0AA4u2O.jpg","Lisanlbp","in","Mars, France","0","0","0","https://twitter.com/Emats19/status/1789605889235976445","1449414515947229185","Emats19"
"1789596642863407500","Sun May 12 10:31:00 +0000 2024","0","@ainurohman gamau kan timnas u23 bisa 4 besar di afc u23","1789604179314663624","","ainurohman","in","ÜT: -6.22425,106.87698","0","0","0","https://twitter.com/romadhanov/status/1789604179314663624","306599920","romadhanov"
"1789596642863407500","Sun May 12 10:26:26 +0000 2024","0","@ainurohman Itu ketumnya ga bikin konten talk shit diruang ganti kaya u23 kemaren ? Kurang ya engagement U17 wanita ? Kasian U17 korban dari ketololan federasi yg egois.","1789603031606350320","","ainurohman","in","West Borneo, Indonesia","0","2","0","https://twitter.com/whatascummyboi/status/1789603031606350320","961296057752694784","whatascummyboi"
"1789467775964250570","Sun May 12 10:18:10 +0000 2024","0","@ruangtaktik @bliblidotcom Min coba analisis pergerakan arhan . Saya pikir2 gol gol yg masuk k jala timnas d piala asia u23 krena kslahan nya tdk pintar mencari posisi. Dia slalu jdi permain terakhir d blakang . coba dia ngak ada . bisa jdi timnas k olimpiade","1789600951185379815","","ruangtaktik","in","","0","0","0","https://twitter.com/GokikNataw61165/status/1789600951185379815","1743064223230697472","GokikNataw61165"
"1789600917886742698","Sun May 12 10:18:02 +0000 2024","0","Wasit Francois yg memimpin pertandingan Indonesia U23 Vs Guinea U23 mengakui kesalahannya dan minta Maaf krn memberikan Finalty kpd Guinea U23 Apa cukup hanya minta Maaf kikmano nih Pak Erick ini kesempatan unt Protes Kemungkinan besar Kemenangan akan diberikan kpd Indonesia U23","1789600917886742698","","","in","","0","0","0","https://twitter.com/Budionotaslim3/status/1789600917886742698","1395713255637585923","Budionotaslim3"
"1789467775964250570","Sun May 12 10:16:23 +0000 2024","0","@ruangtaktik Min coba analisis pergerakan arhan . Saya pikir2 gol gol yg masuk k jala timnas d piala asia u23 krena kslahan nya tdk pintar mencari posisi. Dia slalu jdi permain terakhir d blakang . coba dia ngak ada . bisa jdi timnas k olimpiade","1789600502092833136","","ruangtaktik","in","","0","0","0","https://twitter.com/GokikNataw61165/status/1789600502092833136","1743064223230697472","GokikNataw61165"
"1789597314497315001","Sun May 12 10:03:43 +0000 2024","0","Ngeliat timnas u23 nyampe lupa mereka berondong aing udh tua aja","1789597314497315001","","","in","","0","0","0","https://twitter.com/chenlebabyy/status/1789597314497315001","1508731312882216962","chenlebabyy"
"1789238553026904224","Sun May 12 09:53:14 +0000 2024","0","@KRathalos97 @FT_IDN Dari pengalaman STY gada yg mustahil dari kualifikasi piala Asia 2023 yg secara ajaib lolos dengan squad medioker dan lolos semifinal piala Asia U23 yg bahkan orang pesimis Lolos grup. Yakin bisa melangkah jauh di kualifikasi pildun","1789594677689430089","","KRathalos97","in","At your mom's house ","0","0","0","https://twitter.com/TheIndoLad/status/1789594677689430089","1526556676274405378","TheIndoLad"
"1789432932861407698","Sun May 12 09:43:12 +0000 2024","0","@besta_ @rmdn_hani AFC U23 kemarin Australia juga ikut bukannya ?","1789592150327566679","","besta_","in","","0","0","0","https://twitter.com/elpianmoe/status/1789592150327566679","1744917754745069568","elpianmoe"
"1789590016232178140","Sun May 12 09:34:43 +0000 2024","2","udah cocok gabung U23 @ sty nim","1789590016232178140","","","in","530","0","0","0","https://twitter.com/nootnbubbly/status/1789590016232178140","1689560256492527616","nootnbubbly"
"1789579524713460096","Sun May 12 09:32:00 +0000 2024","1","@idextratime Pak @erickthohir kan nonton timnas u23 kan udah pak coba lah nonton timnas wanita seoolah2 bapak pilikasih ke timnas wanita apakah bapak malu menerima fakta timnas wanita kayak gini","1789589332548063537","","idextratime","in","","0","0","0","https://twitter.com/RRN69047493/status/1789589332548063537","1395905031052791809","RRN69047493"
"1789364865733411325","Sat May 11 18:40:03 +0000 2024","0","gustii bias gw nambah beneran iniii. tiba2 jadi sayang banget sama timnas u23 kemarennnnn. cuz i really love them soooo muchhh even he's pure blood or a half️","1789364865733411325","","","in","Yogyakarta, Indonesia","0","0","0","https://twitter.com/paricaaaa2_/status/1789364865733411325","1249337408241319941","paricaaaa2_"
"1789246555708604696","Sat May 11 18:19:25 +0000 2024","0","@idextratime Mungkin alasan lainnya coach STY sampai begitu adalah puncak kekesalan/frustasi/perlakuan tidak adil dgn match official. Dikerjai berulang kali di AFC-U23 di Qatar eh sampai di Perancis dalam partai terakhir hidup-mati masih juga dikerjai ","1789359673935876501","","idextratime","in","Jakarta Capital Region","0","0","0","https://twitter.com/andry_jns/status/1789359673935876501","232167063","andry_jns"
"1789359593291727079","Sat May 11 18:19:06 +0000 2024","0","Kok bisa seenaknya ngomong suruh ngambil pemain sini. Liat noh STY awal dateng masih harus ngajarin passing dasar. Mentang kemaren maen bagus pas U23 piala Asia. Gak liat masalah pembinaan yg ancur lebur","1789359593291727079","","","in","Malang, Jawa Timur","0","0","0","https://twitter.com/ichtiaradimas/status/1789359593291727079","1057306776293400577","ichtiaradimas"
"1789274329991315482","Sat May 11 18:12:59 +0000 2024","0","@tanyakanrl Gausah lebay. Namanya sepakbola ya gitu ada regenerasi. Mereka ga di U23 berarti waktunya ke tim senior. Gitu aja terus sampe kiamat. Yg paling penting tuh timnas kita udah punya susunan pemain yg bagus buat turnamen2 kedepan. Itu juga kalo ga ada yg sabotase","1789358056331215106","","tanyakanrl","in","realmadrid.","0","0","0","https://twitter.com/inVinitycarissa/status/1789358056331215106","1044377019897663488","inVinitycarissa"
"1789357900432863667","Sat May 11 18:12:59 +0000 2024","0","@idextratime @bliblidotcom Cakep bgt golnya bakal saingan nih gol terbaik sama struick di afc u23","1789358055068778847","","idextratime","in","","0","0","0","https://twitter.com/agnroo/status/1789358055068778847","1119937992783622144","agnroo"
"1789355800881979847","Sat May 11 18:04:02 +0000 2024","0","Timnas u23 harus masuk Olimpiade 2024?","1789355800881979847","","","in","Indonesia","0","0","0","https://twitter.com/rereesiregaar/status/1789355800881979847","3925519164","rereesiregaar"
"1789274329991315482","Sat May 11 17:31:05 +0000 2024","0","@tanyakanrl aaaa masih pengen liat rizky ridho di u23 ","1789347508348715368","","tanyakanrl","in","🔞 | 21+","0","0","0","https://twitter.com/MARISSA_firda/status/1789347508348715368","347702916","MARISSA_firda"
"1789347223488389187","Sat May 11 17:29:57 +0000 2024","0","15 hari lagi (27 Mei) Timnas Indonesia senior memulai pelatnas untuk kualifikasi Piala Dunia 2026. Pemain inti U23 bener2 sibuk banget. Abis AFC gak lama kemuadian langsung siap2 ke tim senior. Moga selama 2 minggu ini mereka bisa relax dan bisa memulihkan mental.","1789347223488389187","","","in","Mondar mandir Jaktim Jaksel","0","0","0","https://twitter.com/kamar_agung/status/1789347223488389187","134056083","kamar_agung"
"1789241257442836495","Sat May 11 17:02:19 +0000 2024","0","@AinulNunanaa Cuba lah rize dan versa","1789340272507424981","","AinulNunanaa","in","Malaysia","0","0","0","https://twitter.com/suarez781/status/1789340272507424981","2386184155","suarez781"
"1789320046331961501","Sat May 11 16:42:44 +0000 2024","0","@baaaatsy @idextratime ya wajar sih pas tc suwon februari dia sakit lama sembuh bentar maret dipanggil timnas sakit lagi sembuh semingguan eh dipanggil u23.","1789335340404416520","","baaaatsy","in","location unknown","0","0","0","https://twitter.com/tyrthepearl/status/1789335340404416520","1537407173482848256","tyrthepearl"
"1789333317181231123","Sat May 11 16:42:17 +0000 2024","0","@SeputarMadrid Mau menang tp kasian Granada mau degradasi harus nya Madrid mainin U23 aja semua..","1789335228583915570","","SeputarMadrid","in","","0","1","0","https://twitter.com/pemburu__tikus/status/1789335228583915570","1351822181311913985","pemburu__tikus"
"1789274329991315482","Sat May 11 16:37:27 +0000 2024","0","@tanyakanrl Lah kok sedih? Dari awal kan mereka tujuannya emang ke timnas senior. U23 cuma sementara","1789334011124584915","","tanyakanrl","in","","0","0","0","https://twitter.com/vayandmiu/status/1789334011124584915","1435052495219277825","vayandmiu"
"1789327689872261375","Sat May 11 16:24:25 +0000 2024","0","@PurwaNug @UpdateBolabola Pemain lokal senior udah pasti sih itu itu aja karena pengalamannya bagus dan jangan bedain sama pemain lokal junior yang main di afc u23 kemarin karena kalau bicara tentang pengalaman kurang meskipun ada sebagain pemain yang udah memperkuat timnas senior.","1789330733619880386","","PurwaNug","in","","0","0","0","https://twitter.com/russellll652/status/1789330733619880386","1736943476825366528","russellll652"
